  0.9480468      0.9003922    
   1.022549      0.8658823    
   1.097703      0.7843137    
   1.150850      0.7513726    
   1.218034      0.6980392    
   1.277007      0.7011765    
   1.338835      0.6556863    
   1.410309      0.6619608    
   1.471617      0.6133333    
   1.542868      0.5835294    
   1.602344      0.5835294    
   1.672000      0.5615686    
   1.711998      0.5458823    
   1.794887      0.5333334    
   1.945113      0.5129412    
   2.010567      0.5286275    
   2.107911      0.5301961    
   2.068420      0.4909804    
   2.158337      0.5082353    
   2.338982      0.5082353    
   2.262836      0.4847059    
   2.429148      0.4768628    
   2.595383      0.4847059    
   2.682719      0.4925490    
   2.644935      0.5223529    
   2.746895      0.5129412    
   2.921031      0.5050980    
   3.062457      0.5129412    
   4.066992      0.5474510    
   4.428272      0.6070588    
   4.470345      0.6305882    
   4.642674      0.6478431    
   4.731314      0.6619608    
   4.798902      0.6776471    
   4.983896      0.6870588    
   5.103122      0.7184314    
   5.299843      0.7388235    
   5.662529      0.7576470    
   6.078708      0.7733333    
   6.342957      0.7874510    
   6.873839      0.7749020    
   7.172654      0.7639216    
   7.379046      0.7858824    
   7.591377      0.8078431    
   8.149320      0.8078431    
   8.748270      0.8031372    
   9.171831      0.8298039    
   9.480468      0.8439215    
   10.22549      0.8454902    
   11.78381      0.8470588    
   12.18034      0.8266667    
   12.47172      0.8125490    
   12.23806      0.7717647    
   13.01388      0.7529412    
   14.37235      0.7309804    
