  0.9435749      0.3984314    
   1.027395      0.3686275    
   1.082243      0.3843137    
   1.161784      0.3701961    
   1.235434      0.3717647    
   1.289140      0.3639216    
   1.351555      0.3325490    
   1.397036      0.3670588    
   1.513963      0.3623529    
   1.687886      0.3482353    
   1.794887      0.3576471    
   1.935938      0.3717647    
   2.117902      0.3733333    
   2.350067      0.3905882    
   2.463850      0.4094118    
   2.682719      0.4219608    
   2.812607      0.4376470    
   3.106205      0.4611765    
   3.414271      0.4941176    
   3.596543      0.5317647    
   3.953238      0.5819608    
   4.028715      0.6117647    
   4.203848      0.6415686    
   4.491531      0.6745098    
   4.708996      0.7168627    
   5.103122      0.7670588    
   5.609236      0.8156863    
   6.283260      0.8643137    
   7.172654      0.8878431    
   8.034543      0.9176471    
   9.753267      0.9615687    
   10.42072       1.002353    
   11.72822       1.029020    
   13.32520       1.057255    
